,host_response_time,host_response_rate,host_is_superhost,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,availability_30,number_of_reviews,instant_bookable,cancellation_policy,wifi,tv,ac,kitchen,hair_dryer,free_park
334,4,0.33,0,1,1,1,2,1.0,1.0,1.0,2,65,2,29,7,0,2,1,1,0,1,0,0
335,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,49,2,0,11,0,1,1,1,1,1,1,0
336,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,49,1,19,11,1,3,1,1,1,1,1,1
337,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,1,4,18,1,3,1,1,1,1,0,0
338,4,0.0,0,1,3,2,1,1.0,1.0,1.0,1,45,1,0,2,1,2,1,0,0,1,0,0
340,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,39,2,0,13,0,1,1,1,1,1,1,0
341,1,1.0,0,0,1,1,3,1.0,1.0,1.0,1,80,1,19,67,0,1,1,1,0,0,1,0
343,3,1.0,0,1,1,1,3,1.0,1.0,1.0,1,55,2,22,13,0,2,1,1,0,1,0,0
346,1,1.0,1,1,1,1,2,1.0,1.0,2.0,1,98,4,0,75,0,1,1,1,1,1,1,0
347,1,1.0,0,1,3,2,2,1.0,0.0,1.0,2,100,1,0,0,0,3,1,1,0,1,0,0
348,1,1.0,1,1,1,2,1,1.0,0.0,1.0,1,45,4,0,0,0,3,1,1,1,0,0,0
350,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,115,2,25,7,0,1,0,0,0,0,0,0
352,1,1.0,0,0,1,1,5,1.0,2.0,5.0,1,85,7,20,6,1,2,1,1,1,1,0,1
353,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,55,1,29,4,1,1,1,0,1,1,1,1
354,1,1.0,0,1,1,1,3,1.0,1.0,2.0,1,81,3,12,23,0,2,1,1,1,1,1,0
355,4,0.14,0,1,1,2,4,2.5,1.0,1.0,1,90,1,29,0,0,3,1,1,1,1,1,1
356,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,39,1,12,8,1,3,1,0,1,1,1,1
357,1,1.0,0,1,1,1,5,1.0,2.0,2.0,1,110,4,12,36,0,2,1,1,1,1,1,0
358,2,1.0,0,1,1,1,5,1.0,3.0,2.0,1,79,2,0,15,0,1,1,1,1,1,1,0
359,2,1.0,0,1,1,1,5,1.0,2.0,2.0,1,155,8,29,0,0,2,1,1,1,1,1,0
360,3,0.5,0,0,1,2,1,1.0,1.0,1.0,1,85,1,30,0,0,3,1,1,1,0,0,0
361,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,55,3,19,154,0,2,1,1,1,0,0,0
363,1,1.0,1,1,1,1,10,2.0,5.0,8.0,1,335,3,11,37,1,2,1,1,1,1,0,1
364,1,1.0,0,1,1,1,4,1.0,1.0,1.0,1,87,4,3,36,0,2,1,1,1,1,0,0
365,1,1.0,0,1,1,1,4,1.0,2.0,3.0,1,70,5,21,22,1,2,1,0,1,1,0,1
366,1,1.0,1,0,1,2,2,1.5,1.0,1.0,1,69,1,27,70,0,3,1,0,1,0,1,1
367,1,1.0,0,1,1,1,6,1.0,2.0,4.0,1,110,2,2,11,0,1,1,1,1,1,1,0
368,2,1.0,0,1,1,1,3,1.0,1.0,1.0,1,100,9,6,0,0,2,1,1,1,1,1,0
369,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,65,1,9,74,0,1,1,1,1,0,1,0
371,2,1.0,0,0,1,1,2,1.0,0.0,1.0,1,99,2,8,66,1,2,1,1,1,0,1,1
372,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,55,3,13,96,0,2,1,1,1,0,0,0
373,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,99,3,0,58,1,1,1,1,1,1,0,0
374,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,1,17,0,1,3,1,1,1,1,0,0
375,1,1.0,0,0,1,2,5,1.0,0.0,2.0,1,70,1,24,1,1,3,1,0,1,0,1,0
376,1,1.0,0,1,1,2,1,1.0,2.0,1.0,1,51,2,26,8,1,2,1,0,1,0,1,0
377,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,2,0,0,1,3,1,0,1,0,1,0
378,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,50,3,0,5,1,2,1,1,1,1,1,0
379,1,1.0,0,1,1,2,1,2.0,1.0,1.0,2,40,7,1,15,0,2,1,0,1,1,0,0
382,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,70,1,27,4,1,3,1,0,1,1,1,0
383,4,0.14,0,1,1,2,1,1.0,0.0,1.0,1,32,7,29,0,0,3,1,1,1,1,1,1
385,1,1.0,0,1,1,2,3,3.0,1.0,2.0,1,60,3,9,27,1,2,1,1,1,1,1,0
386,1,1.0,0,1,1,2,4,4.0,1.0,2.0,1,75,3,15,16,1,2,1,0,1,1,1,0
387,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,40,2,30,0,0,2,0,0,0,1,0,0
388,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,40,1,21,17,0,1,1,1,1,1,0,0
389,1,1.0,0,1,1,2,4,3.0,2.0,2.0,1,80,3,20,18,1,2,1,0,1,1,1,0
390,3,0.7,0,0,1,1,4,1.0,1.0,2.0,1,140,2,23,7,0,1,1,1,1,1,1,0
391,1,1.0,0,1,1,2,3,4.0,1.0,2.0,1,55,3,7,26,1,2,1,1,1,1,1,0
392,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,150,1,30,1,1,3,1,1,1,1,0,0
393,2,1.0,0,0,1,2,2,1.0,0.0,1.0,1,60,1,25,56,0,3,1,1,1,1,0,0
394,1,1.0,0,1,1,3,1,1.0,1.0,1.0,1,37,3,17,1,1,2,1,0,0,0,0,0
395,1,1.0,1,1,1,2,2,1.0,1.0,2.0,2,62,2,5,86,0,2,1,0,0,1,1,0
396,1,1.0,0,1,1,2,4,3.0,1.0,2.0,1,80,3,22,27,1,2,1,0,1,1,1,0
397,1,1.0,0,1,1,2,3,3.0,1.0,2.0,1,65,3,24,25,1,2,1,0,1,1,1,0
398,1,0.89,0,1,1,1,3,1.0,1.0,1.0,1,65,1,0,9,0,3,0,0,0,1,0,0
399,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,50,3,20,14,1,2,1,0,1,1,1,0
401,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,45,3,0,1,0,2,1,1,1,1,0,0
402,4,0.5,0,0,1,2,3,1.0,1.0,1.0,1,42,1,0,1,0,2,0,0,1,1,0,0
403,2,0.6,0,1,1,2,3,1.0,1.0,2.0,1,100,1,30,17,0,2,1,1,0,1,1,0
404,1,1.0,0,1,1,2,3,3.0,1.0,2.0,1,60,3,17,25,1,2,1,0,1,1,1,0
405,2,1.0,0,0,1,2,2,1.0,1.0,2.0,1,85,1,29,0,0,1,1,1,0,1,0,0
406,3,0.86,0,1,1,1,8,2.0,3.0,3.0,1,280,3,27,4,0,2,1,1,1,1,0,1
407,2,1.0,0,1,1,1,5,2.0,2.0,2.0,1,250,2,0,3,1,3,1,1,1,1,0,1
408,2,0.75,0,1,1,2,2,1.0,1.0,1.0,1,80,2,29,1,0,3,1,0,0,1,0,0
410,4,0.0,0,0,1,1,4,1.5,3.0,6.0,1,110,15,23,0,1,3,0,0,0,0,0,0
411,1,1.0,0,1,1,1,4,1.0,1.0,1.0,1,100,2,19,9,0,1,1,1,1,1,0,0
412,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,34,1,28,5,0,2,0,0,0,0,0,0
413,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,39,1,25,19,0,2,1,0,1,0,1,0
414,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,35,1,25,92,0,2,1,0,0,1,1,0
415,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,43,1,25,54,0,2,1,0,1,1,1,0
416,1,1.0,0,1,1,1,6,1.0,1.0,3.0,1,125,2,25,4,0,2,1,0,0,0,1,0
417,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,31,7,5,6,1,1,1,0,0,1,0,0
418,1,1.0,0,1,1,1,6,1.0,2.0,5.0,1,119,1,17,2,0,1,1,1,1,1,1,0
419,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,80,1,25,9,0,2,1,0,1,0,0,1
420,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,87,1,7,3,1,3,1,1,1,1,1,1
421,1,1.0,0,1,1,1,4,1.0,0.0,1.0,1,75,3,19,4,1,3,1,1,1,1,0,1
423,1,1.0,0,1,1,1,10,1.5,3.0,6.0,1,250,2,23,12,0,2,1,0,0,0,1,0
424,1,1.0,0,1,1,1,6,1.0,2.0,4.0,1,125,3,13,12,0,3,1,1,1,1,1,0
425,1,1.0,0,1,1,1,16,5.0,7.0,15.0,1,625,4,23,1,0,2,1,1,1,1,0,0
426,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,68,1,9,31,1,3,1,0,0,1,1,1
427,3,1.0,0,1,1,1,2,1.0,1.0,1.0,1,109,3,29,0,0,2,1,1,1,1,0,0
428,1,1.0,0,0,1,1,4,1.0,1.0,2.0,1,119,4,24,0,1,2,1,1,1,1,0,1
429,3,0.5,0,1,1,1,3,1.0,0.0,2.0,1,70,3,0,4,0,2,1,1,1,1,1,1
430,2,0.88,0,1,1,2,2,1.0,1.0,1.0,1,105,3,0,3,1,3,0,0,1,1,1,0
431,2,1.0,0,1,1,2,3,1.0,1.0,2.0,1,69,1,21,36,1,2,1,1,1,1,1,1
432,1,1.0,0,1,3,2,2,1.0,1.0,2.0,1,85,1,27,25,1,2,1,1,1,0,0,0
433,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,1,0,22,0,1,1,1,1,1,1,1
434,1,1.0,0,0,1,2,6,2.0,3.0,3.0,1,299,2,0,1,1,2,1,1,1,1,1,1
435,1,1.0,1,1,1,1,4,1.0,1.0,1.0,1,85,1,22,44,0,2,1,0,1,0,1,1
436,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,129,1,0,15,1,2,1,1,1,1,1,0
437,2,1.0,0,1,1,1,6,1.0,2.0,3.0,1,250,1,0,20,0,1,1,1,1,1,1,0
438,2,1.0,0,1,1,1,4,1.0,2.0,2.0,1,87,2,11,69,0,1,1,1,1,1,1,1
439,1,0.7,0,1,3,1,2,1.0,2.0,2.0,1,150,1,29,79,0,1,0,0,0,0,0,1
440,3,1.0,0,1,1,1,4,1.0,2.0,3.0,1,180,3,0,9,0,3,1,1,1,1,0,1
441,2,1.0,0,1,1,2,3,2.0,2.0,2.0,1,50,2,30,0,0,1,1,1,0,0,0,1
442,2,0.9,0,1,1,2,3,1.0,1.0,1.0,1,75,1,28,143,0,2,1,1,1,1,0,1
443,3,1.0,1,1,3,1,2,1.0,1.0,1.0,2,75,1,0,22,0,1,0,0,0,1,0,1
444,1,1.0,1,1,1,1,6,1.0,3.0,3.0,1,180,4,0,5,0,3,1,0,0,1,1,1
445,1,1.0,0,0,1,2,2,1.0,0.0,1.0,1,120,1,21,4,0,1,1,1,1,1,0,1
446,3,0.56,0,1,1,3,3,1.0,1.0,1.0,1,75,5,30,0,0,3,1,1,1,1,0,1
447,1,0.97,0,1,1,2,2,1.0,1.0,1.0,1,35,1,11,6,0,2,1,1,0,1,1,0
448,1,1.0,1,1,1,2,2,1.0,1.0,2.0,1,86,2,1,0,1,2,1,1,1,1,1,0
450,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,90,1,30,15,1,2,1,1,1,0,1,0
452,2,0.9,0,0,1,1,6,2.0,2.0,2.0,1,150,1,27,38,0,2,1,1,1,1,1,1
453,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,1,30,46,1,3,1,1,1,1,0,0
454,3,1.0,0,0,3,1,4,1.5,1.0,3.0,1,250,1,30,0,0,2,1,1,0,1,0,1
455,1,0.98,0,1,1,2,2,1.0,1.0,2.0,1,0,1,0,0,0,3,1,1,0,1,1,0
456,1,1.0,1,1,1,2,2,1.0,1.0,2.0,1,124,2,23,1,1,2,1,1,1,1,1,0
457,1,0.98,0,1,3,1,16,1.0,1.0,1.0,1,350,1,30,0,1,2,1,1,0,1,0,1
458,1,1.0,0,1,1,2,3,1.0,0.0,3.0,1,95,1,25,36,1,3,1,0,0,1,0,1
459,1,1.0,1,0,1,1,4,1.0,1.0,2.0,1,180,3,3,47,0,2,1,1,1,1,1,1
460,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,49,2,18,3,1,3,1,1,1,0,0,1
461,1,1.0,0,0,1,2,2,2.0,1.0,1.0,1,129,1,22,86,1,3,1,1,1,1,1,1
462,1,1.0,1,1,1,2,1,1.0,1.0,1.0,1,42,2,20,19,0,1,1,0,1,1,0,0
463,1,0.83,0,0,1,2,2,1.0,1.0,1.0,1,60,1,20,4,1,3,1,1,1,1,1,0
464,1,1.0,0,1,3,1,3,0.0,2.0,2.0,1,191,1,30,17,1,3,0,0,0,1,0,1
465,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,95,3,25,1,0,3,1,1,1,1,0,1
466,1,0.83,0,0,1,2,2,1.0,1.0,1.0,1,60,3,23,3,1,3,1,1,1,1,1,1
467,1,0.98,0,1,1,2,2,1.0,1.0,2.0,1,0,1,28,3,0,2,1,1,0,1,1,0
468,1,1.0,0,1,1,1,8,1.0,3.0,5.0,1,275,2,0,4,1,1,1,1,1,1,0,0
470,1,1.0,1,1,1,2,3,1.0,1.0,1.0,1,25,3,0,16,1,3,1,1,0,0,0,0
471,3,1.0,0,1,1,2,4,1.0,2.0,1.0,1,150,2,29,0,0,2,1,0,0,1,1,1
472,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,50,1,18,5,0,3,1,1,1,1,1,1
473,1,1.0,0,0,1,2,1,1.0,1.0,1.0,1,35,1,21,1,0,3,1,0,1,1,1,1
474,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,76,1,29,15,1,1,1,1,1,1,0,0
475,1,1.0,1,1,1,1,4,1.0,1.0,2.0,1,92,1,0,55,0,1,1,0,1,1,0,1
476,1,1.0,0,0,1,2,2,2.0,1.0,1.0,1,159,1,22,50,1,2,1,1,1,1,1,1
477,1,0.97,0,1,1,1,12,2.5,3.0,5.0,1,250,1,9,79,0,2,1,1,0,1,0,0
478,1,0.8,0,1,1,1,10,1.5,4.0,5.0,1,300,1,27,47,0,2,1,0,1,1,1,1
480,1,0.98,0,1,1,1,8,1.0,2.0,5.0,1,200,1,0,11,1,2,1,1,0,1,1,0
481,1,1.0,1,1,1,1,4,1.0,1.0,2.0,1,100,2,25,31,0,2,1,0,0,1,0,1
482,1,1.0,1,1,1,1,2,1.0,1.0,2.0,1,99,2,5,13,1,2,1,1,1,0,1,0
483,1,1.0,1,0,1,1,8,2.0,4.0,5.0,1,450,3,20,11,0,2,1,1,1,1,1,0
484,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,1,21,12,1,2,1,1,1,1,1,1
485,2,1.0,1,0,1,1,8,1.0,2.0,6.0,1,200,1,26,51,0,2,1,1,1,1,1,0
486,4,0.0,0,1,3,2,2,1.5,1.0,1.0,1,65,1,29,0,0,3,1,1,0,1,0,0
487,1,1.0,0,1,1,1,6,1.0,2.0,2.0,1,160,2,27,25,0,2,1,0,1,1,1,1
488,1,0.97,0,1,1,2,2,1.0,1.0,2.0,1,30,1,16,11,0,2,1,1,0,1,1,0
489,1,0.97,0,1,1,2,2,1.0,1.0,2.0,1,30,1,25,10,0,2,1,1,0,1,1,0
491,1,1.0,1,1,1,1,5,1.0,1.0,2.0,1,150,2,0,73,0,1,1,1,1,1,1,1
492,3,1.0,1,1,1,1,4,1.0,2.0,2.0,1,101,2,18,31,0,3,1,1,1,1,1,1
493,1,1.0,0,1,1,2,3,1.0,2.0,2.0,1,50,1,18,2,0,3,1,1,1,1,1,1
494,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,159,1,25,30,1,2,1,1,1,1,1,1
495,1,0.98,0,1,1,2,2,1.0,1.0,1.0,1,0,1,28,2,0,2,1,1,0,1,1,0
496,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,2,12,17,1,1,1,1,1,0,0,1
497,1,1.0,0,0,1,2,2,2.0,1.0,1.0,1,129,1,22,41,1,2,1,1,1,1,1,1
498,1,1.0,0,0,1,1,3,1.0,1.0,2.0,1,150,1,24,8,1,1,1,1,1,1,1,1
499,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,125,1,29,28,1,1,1,1,1,0,1,1
500,1,0.98,0,1,1,2,3,1.0,1.0,2.0,1,40,1,25,5,0,2,1,1,0,1,1,0
501,1,0.98,0,1,1,1,10,2.0,3.0,6.0,1,225,1,27,18,1,2,1,1,0,1,0,0
502,4,0.0,0,1,1,2,1,1.0,1.0,1.0,1,202,1,30,0,0,3,0,0,1,1,0,0
503,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,69,1,21,5,1,2,1,1,1,1,1,1
504,2,1.0,0,1,1,1,7,2.0,3.0,3.0,1,200,1,20,19,0,2,1,1,1,1,1,1
505,2,0.9,0,1,1,2,2,1.0,1.0,2.0,1,100,1,26,12,0,1,1,0,1,1,1,0
506,1,0.91,0,0,1,2,1,1.0,1.0,1.0,1,47,4,21,12,0,3,1,1,1,0,1,0
507,3,0.8,0,0,1,2,2,1.0,1.0,1.0,1,75,1,24,20,0,3,1,1,1,1,1,0
508,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,80,1,16,23,0,3,1,0,1,1,0,1
509,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,3,23,17,0,2,1,1,1,1,1,1
510,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,103,1,12,3,0,3,1,1,1,1,0,0
511,1,1.0,0,1,1,2,1,1.5,1.0,1.0,1,45,5,0,2,1,2,1,1,1,1,1,0
512,3,0.75,0,1,1,2,2,1.0,1.0,1.0,1,60,7,4,3,0,2,1,0,1,1,1,0
514,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,2,0,1,0,1,1,1,1,0,0,0
517,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,59,4,1,58,0,1,1,0,1,1,1,0
518,1,1.0,0,1,1,2,1,1.0,3.0,1.0,1,85,7,0,18,0,2,1,0,1,1,1,0
520,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,45,4,0,0,0,1,1,0,1,1,0,0
522,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,68,2,1,5,0,3,1,1,1,1,1,0
523,2,0.88,0,1,1,2,2,1.0,1.0,1.0,1,45,2,9,7,0,1,1,0,1,1,1,0
524,1,1.0,0,1,1,1,3,1.0,0.0,2.0,1,130,3,2,19,1,3,1,1,1,1,1,0
525,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,180,2,24,10,1,3,1,1,1,1,1,0
526,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,85,4,2,1,0,1,1,1,1,1,1,0
527,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,110,2,7,15,1,3,1,1,1,1,1,0
528,2,0.8,0,1,1,1,4,1.0,1.0,1.0,1,110,4,0,13,0,1,1,1,1,1,0,1
529,2,1.0,1,1,1,1,5,1.0,2.0,3.0,1,119,3,0,145,0,2,1,1,1,1,1,0
530,1,1.0,0,1,1,1,4,1.5,2.0,2.0,1,200,2,17,4,0,2,1,1,1,1,1,1
533,1,1.0,0,1,1,1,2,1.0,2.0,2.0,1,110,5,0,0,1,2,0,1,1,1,0,0
534,2,1.0,0,1,1,1,4,1.0,2.0,2.0,1,125,2,3,6,0,1,1,1,1,1,0,0
536,1,1.0,1,1,1,1,4,1.0,1.0,1.0,1,179,8,0,25,0,1,1,1,1,1,1,1
537,3,0.86,0,1,1,1,2,1.0,1.0,1.0,1,95,2,0,9,0,2,1,1,1,1,1,0
538,2,1.0,1,1,1,1,4,1.0,1.0,1.0,1,200,2,0,0,0,1,1,1,1,0,1,0
539,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,1,16,10,1,2,1,0,1,1,1,0
540,1,0.78,0,1,1,2,2,2.0,1.0,1.0,1,55,1,0,8,0,1,1,1,1,1,1,0
542,1,1.0,0,1,1,2,2,1.0,1.0,1.0,2,47,1,18,64,0,1,1,0,1,1,1,0
543,1,1.0,0,1,1,2,4,1.0,1.0,2.0,1,65,1,0,16,0,1,1,1,1,1,1,1
544,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,150,1,0,0,0,3,1,1,1,1,0,0
545,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,68,7,28,4,0,3,1,1,1,1,1,0
546,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,27,10,0,3,1,1,0,1,1,0
553,3,0.5,0,1,1,2,3,1.0,1.0,1.0,1,77,10,0,19,0,2,1,0,1,1,1,0
554,3,0.5,0,1,1,2,2,1.0,1.0,1.0,1,85,9,0,28,0,1,1,0,1,1,1,0
555,3,0.5,0,1,1,2,2,1.0,1.0,1.0,1,75,10,0,22,0,2,1,0,1,1,0,0
562,3,0.5,0,1,1,2,2,1.0,1.0,1.0,1,85,10,0,0,0,2,1,0,1,1,0,0
563,2,1.0,0,1,1,2,3,1.0,1.0,2.0,2,85,2,21,60,0,1,1,0,0,0,1,0
564,1,1.0,0,1,1,1,5,1.0,1.0,3.0,1,159,1,9,11,1,1,1,1,1,1,1,0
565,1,1.0,0,1,1,1,6,1.0,1.0,2.0,1,110,2,1,3,0,1,1,1,1,1,1,0
566,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,95,2,2,124,1,2,1,1,1,1,0,0
567,1,1.0,0,1,1,1,3,1.0,1.0,1.0,1,200,2,3,11,0,3,1,1,1,1,1,0
568,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,95,3,0,12,0,3,1,1,1,1,0,0
569,3,0.9,0,1,1,1,3,1.0,1.0,1.0,1,68,4,0,9,0,3,1,0,0,1,1,0
570,1,1.0,0,1,1,1,4,1.0,1.0,3.0,1,170,3,3,85,0,2,1,1,1,1,0,0
571,1,1.0,0,1,1,1,3,1.0,1.0,1.0,1,125,10,0,5,0,2,1,1,0,1,1,0
572,1,1.0,0,1,1,1,3,1.0,0.0,2.0,1,135,1,1,10,0,1,1,1,1,1,1,0
574,2,1.0,0,1,1,1,5,1.0,2.0,3.0,1,99,4,0,1,0,3,1,1,1,1,1,0
576,2,1.0,0,0,1,1,2,1.0,1.0,1.0,1,130,2,0,3,0,2,1,1,1,1,0,0
577,1,1.0,0,1,1,1,7,1.0,3.0,4.0,1,325,2,6,9,0,1,1,1,1,1,1,0
578,1,1.0,0,1,1,1,2,1.0,2.0,1.0,1,100,4,0,2,0,2,1,1,1,1,0,0
584,1,1.0,0,1,1,1,9,2.0,2.0,5.0,1,290,3,0,0,1,1,1,1,1,1,1,0
589,1,1.0,0,0,1,3,1,1.0,1.0,1.0,1,65,1,29,3,0,3,1,1,1,1,1,0
590,3,1.0,0,0,1,2,2,1.0,1.0,1.0,1,50,4,0,1,1,3,1,1,0,1,1,0
591,1,1.0,1,1,1,2,1,1.5,1.0,1.0,1,100,1,0,0,1,3,1,1,1,0,1,0
592,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,58,2,0,30,0,1,1,1,1,1,1,0
593,3,0.67,0,0,1,2,2,1.0,0.0,1.0,1,110,2,23,1,1,2,1,1,1,1,1,0
594,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,2,11,15,0,1,1,1,1,1,0,0
595,2,1.0,1,0,1,2,2,1.0,1.0,1.0,1,85,3,17,1,0,2,1,0,1,1,0,0
596,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,65,2,5,128,1,1,1,1,1,1,1,0
597,1,1.0,1,1,1,2,1,1.0,1.0,1.0,1,70,7,0,29,1,3,1,1,1,1,0,0
598,1,1.0,0,1,1,2,4,1.0,1.0,1.0,1,80,2,17,46,1,3,1,1,0,1,0,0
599,1,1.0,1,1,1,2,2,2.0,1.0,1.0,1,90,2,12,17,1,1,1,1,1,1,1,0
600,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,70,1,7,12,0,2,1,0,1,1,1,0
601,3,1.0,0,0,1,2,1,1.0,1.0,1.0,1,59,2,16,21,0,2,1,0,1,1,0,0
602,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,86,4,1,22,0,2,1,0,1,1,0,0
603,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,37,3,25,0,0,3,1,1,1,0,0,0
604,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,1,3,129,0,1,1,1,1,1,0,0
606,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,58,2,7,128,0,2,1,0,1,1,1,0
607,1,1.0,0,0,1,2,2,2.0,1.0,1.0,1,62,5,13,12,0,2,1,0,1,1,1,0
608,1,1.0,0,1,1,2,2,1.0,2.0,1.0,1,76,2,8,29,0,2,1,1,1,1,1,0
609,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,70,2,1,5,0,1,1,0,1,1,1,0
611,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,3,0,16,0,2,1,1,0,1,1,0
613,1,1.0,0,0,1,2,1,1.0,1.0,1.0,1,85,3,0,18,0,3,1,1,1,1,0,0
615,1,1.0,0,1,1,1,8,1.0,2.0,4.0,1,152,2,13,53,1,1,1,1,1,1,1,0
616,1,1.0,0,1,1,1,6,1.5,1.0,4.0,1,225,3,7,1,1,2,1,1,1,1,0,0
617,1,0.9,1,0,1,1,12,2.0,2.0,5.0,1,250,1,6,42,1,2,1,1,1,1,1,0
618,3,0.8,0,1,1,1,2,1.0,1.0,1.0,1,125,6,5,5,0,2,1,1,1,1,1,0
619,2,1.0,0,1,1,1,6,1.0,2.0,2.0,1,130,4,0,5,0,2,1,1,1,1,0,0
620,2,1.0,1,1,1,1,6,1.5,2.0,3.0,1,175,3,19,32,0,2,1,1,1,1,1,0
621,2,1.0,1,1,1,1,2,1.0,0.0,1.0,1,90,5,6,68,0,2,1,1,1,1,1,1
622,1,1.0,0,0,1,1,6,1.0,0.0,3.0,1,95,1,0,31,0,1,1,1,1,1,1,0
623,1,0.89,0,1,1,1,2,1.0,1.0,1.0,1,150,7,0,5,0,1,1,1,1,1,1,1
626,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,189,2,0,20,1,2,1,0,1,1,1,0
627,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,2,0,6,0,1,1,1,1,1,1,0
630,3,0.5,0,0,1,1,4,1.0,1.0,1.0,1,200,2,26,8,0,3,1,1,1,1,1,0
631,1,0.9,0,1,1,2,1,1.0,1.0,1.0,1,61,3,1,24,1,2,1,1,1,1,1,0
632,1,0.9,0,1,1,2,2,1.0,1.0,1.0,1,60,3,5,35,0,2,1,0,1,1,1,0
633,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,60,1,3,63,0,2,1,1,1,1,0,0
634,1,1.0,1,1,1,2,1,1.0,1.0,1.0,1,45,1,19,35,1,2,1,1,1,1,1,0
635,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,60,1,0,121,0,2,1,1,1,1,0,0
636,1,0.97,0,1,1,2,2,1.0,1.0,1.0,1,49,1,27,29,1,2,1,1,1,1,1,0
637,1,0.95,0,1,1,2,2,1.0,1.0,1.0,1,59,1,23,67,1,2,1,0,1,1,1,0
638,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,63,2,0,8,0,1,1,0,1,1,1,1
640,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,65,3,0,1,0,3,1,0,1,1,0,0
