,host_response_time,host_response_rate,host_is_superhost,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,availability_30,number_of_reviews,instant_bookable,cancellation_policy,wifi,tv,ac,kitchen,hair_dryer,free_park
34186,1,1.0,0,1,1,1,4,1.0,2.0,3.0,1,250,21,0,10,0,2,1,1,1,1,1,0
34187,1,0.92,0,1,1,1,3,1.0,1.0,1.0,1,191,30,14,5,0,2,0,0,0,0,0,0
34188,1,1.0,0,1,1,3,2,1.0,1.0,1.0,1,95,1,25,3,0,2,1,0,1,0,0,0
34189,2,0.9,1,1,1,2,1,1.0,1.0,1.0,1,115,3,6,58,0,1,1,0,1,1,0,0
34190,3,0.78,0,1,1,1,2,1.0,1.0,1.0,1,175,3,0,37,1,2,1,1,1,1,0,0
34191,3,0.91,0,0,1,2,2,1.0,1.0,1.0,1,85,1,0,237,0,2,1,1,1,1,0,0
34192,2,1.0,1,1,1,1,6,2.0,3.0,4.0,1,699,5,12,1,0,3,1,1,1,1,1,0
34193,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,210,3,4,13,0,1,1,0,1,1,1,0
34194,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,125,2,4,2,0,1,1,1,1,1,1,0
34195,1,1.0,0,1,1,1,1,1.0,1.0,1.0,1,149,4,0,1,1,3,1,1,1,1,1,0
34196,2,0.8,0,1,1,1,1,2.0,0.0,1.0,2,2000,1,30,2,0,2,1,0,1,1,0,0
34198,3,0.83,0,1,1,2,2,1.0,1.0,1.0,1,100,1,0,6,0,1,1,1,1,1,1,0
34201,1,0.95,0,1,1,3,1,1.0,1.0,1.0,1,53,3,5,21,0,3,1,0,1,1,0,0
34202,3,1.0,0,1,1,1,2,1.0,0.0,1.0,2,100,7,0,4,0,1,1,1,1,1,1,0
34204,1,0.95,0,1,1,3,1,1.0,1.0,1.0,1,65,3,13,0,0,1,1,0,1,1,1,0
34205,2,1.0,0,1,1,1,3,1.5,1.0,1.0,1,330,3,0,0,0,2,1,1,1,1,1,0
34207,3,1.0,0,1,1,2,2,1.0,0.0,1.0,1,195,1,24,4,0,3,1,1,1,1,1,1
34208,1,1.0,1,0,1,1,2,1.0,1.0,1.0,1,170,3,3,29,1,2,1,1,1,1,1,0
34210,2,1.0,0,1,1,1,6,1.0,2.0,3.0,1,320,3,4,2,0,2,1,1,1,1,1,0
34211,1,1.0,0,0,1,3,1,1.0,1.0,1.0,2,59,2,24,39,0,3,1,1,1,1,0,0
34215,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,89,1,9,20,0,2,1,1,1,1,1,0
34216,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,1,9,13,1,2,1,1,1,1,1,0
34219,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,375,2,6,7,1,2,1,1,1,1,1,0
34220,2,1.0,0,1,1,1,4,1.0,1.0,3.0,1,354,30,1,5,0,3,1,1,1,1,0,0
34222,2,0.94,0,1,1,1,4,1.0,2.0,2.0,1,58,30,29,3,0,2,1,1,1,1,1,0
34223,2,0.94,0,1,1,1,3,1.0,1.0,2.0,1,125,30,29,1,0,2,1,1,1,1,1,0
34225,1,1.0,0,0,1,1,3,1.0,2.0,2.0,1,169,2,3,163,1,2,1,1,1,1,1,0
34226,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,92,2,0,11,0,3,1,0,1,1,0,0
34228,1,1.0,0,1,1,1,6,2.0,2.0,4.0,1,450,3,15,22,0,2,1,1,1,1,1,0
34229,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,230,2,0,145,0,2,1,0,1,1,1,0
34230,1,0.92,0,1,1,1,3,1.0,1.0,2.0,1,250,27,29,1,0,3,1,1,1,1,1,0
34231,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,200,2,5,9,1,1,1,0,1,1,1,0
34232,2,1.0,0,1,1,1,7,1.0,3.0,5.0,1,300,5,0,3,0,2,1,1,1,1,1,0
34233,3,1.0,0,0,1,2,2,1.0,1.0,1.0,1,179,4,5,0,0,3,1,0,1,1,1,0
34234,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,295,2,0,1,1,2,1,1,1,1,1,0
34235,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,125,5,16,2,0,1,1,1,1,1,1,0
34236,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,370,2,3,14,1,2,1,1,1,1,1,0
34237,3,0.7,0,1,1,2,2,1.0,1.0,1.0,1,125,3,0,37,0,2,1,1,1,1,1,0
34238,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,180,1,6,8,1,1,1,1,1,1,1,0
34241,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,169,2,3,26,0,2,1,1,1,1,1,0
34242,1,1.0,0,1,1,2,4,1.0,1.0,1.0,1,140,2,3,56,0,2,1,1,1,1,1,0
34243,4,0.0,0,0,1,1,4,1.0,2.0,2.0,1,150,30,30,3,1,3,1,1,1,1,0,0
34244,3,1.0,0,0,1,1,4,1.0,2.0,2.0,1,495,1,29,0,0,3,1,1,0,0,0,0
34245,1,0.97,0,1,1,1,5,1.0,1.0,3.0,1,199,1,22,11,1,2,1,1,1,1,1,1
34250,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,195,1,21,14,1,2,1,1,1,1,1,0
34252,1,1.0,0,0,1,2,3,1.0,1.0,2.0,1,100,1,5,30,1,1,1,0,1,1,1,0
34253,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,450,2,6,61,1,2,1,1,1,1,1,0
34255,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,120,30,0,2,0,3,1,1,1,1,1,0
34256,4,0.3,0,1,1,3,1,1.0,1.0,1.0,1,100,1,28,0,0,2,1,1,1,1,1,0
34257,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,225,3,2,7,1,2,1,1,1,1,1,0
34258,4,0.3,0,1,1,1,4,1.0,0.0,1.0,1,220,1,27,10,0,2,1,1,1,1,1,0
34259,2,0.94,0,1,1,2,2,1.0,1.0,1.0,1,109,1,1,62,1,1,1,0,1,1,1,0
34260,1,1.0,1,1,1,1,3,1.0,1.0,2.0,1,169,3,1,91,1,2,1,1,1,1,1,0
34261,3,0.7,0,1,1,1,4,1.0,1.0,1.0,1,185,4,10,1,0,3,1,1,1,0,1,0
34265,2,0.94,0,1,1,2,2,1.5,1.0,1.0,1,70,7,7,0,0,3,1,1,1,1,1,1
34268,1,1.0,0,1,1,1,7,1.0,3.0,7.0,1,205,2,0,2,1,2,1,1,1,1,0,1
34269,3,0.85,0,0,1,1,7,1.0,3.0,5.0,1,500,2,13,0,1,2,1,1,1,1,0,0
34270,3,0.5,0,0,1,1,8,2.0,4.0,4.0,1,825,1,26,0,1,3,1,1,0,1,0,1
34271,2,0.9,0,1,1,2,2,1.0,1.0,1.0,1,49,3,0,1,0,2,1,0,0,1,1,0
34272,1,1.0,0,0,1,2,2,1.5,1.0,1.0,1,99,1,29,11,1,2,1,1,1,0,0,1
34273,3,0.5,0,1,1,2,3,1.0,1.0,2.0,1,95,1,30,0,1,3,0,1,0,1,0,1
34274,1,1.0,1,1,1,1,2,1.0,0.0,1.0,1,95,1,16,58,1,1,1,1,1,0,1,1
34276,3,1.0,0,1,1,2,2,1.5,1.0,1.0,1,50,1,23,1,0,1,1,1,1,1,1,0
34277,1,1.0,1,1,1,1,5,1.0,1.0,2.0,1,94,1,21,70,1,1,1,1,1,1,0,0
34278,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,30,10,0,1,1,1,1,1,0,0
34280,4,0.4,0,1,1,1,6,4.0,4.0,4.0,1,500,1,30,0,1,3,1,1,1,1,0,1
34282,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,110,2,29,0,0,3,1,1,1,1,0,0
34283,1,1.0,1,1,1,1,11,4.0,4.0,6.0,1,259,3,8,39,0,2,1,1,1,1,1,1
34284,1,1.0,1,0,1,1,3,1.0,2.0,2.0,1,85,2,16,8,1,3,1,1,0,1,1,1
34285,1,1.0,1,0,1,1,10,3.0,4.0,6.0,1,275,4,16,15,0,3,1,1,1,1,1,1
34286,1,1.0,0,1,1,2,6,1.0,1.0,2.0,1,45,2,25,12,0,1,1,1,1,1,0,0
34287,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,42,2,1,17,0,2,1,0,0,1,0,0
34288,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,40,3,0,6,0,2,1,0,0,1,0,0
34289,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,90,1,1,14,1,3,1,1,1,1,1,1
34290,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,35,4,0,3,0,2,1,0,0,1,0,0
34291,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,47,5,9,17,0,2,1,0,1,1,0,1
34292,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,38,2,12,11,0,1,1,1,1,1,0,0
34296,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,100,1,0,23,0,1,1,1,1,1,1,0
34297,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,250,2,0,3,0,2,1,1,1,1,0,0
34298,3,0.5,0,1,1,2,2,1.0,1.0,1.0,1,100,1,5,11,0,2,0,0,1,1,0,0
34299,1,1.0,0,1,1,1,10,2.0,3.0,5.0,1,350,1,6,10,0,2,1,1,1,1,1,0
34301,2,1.0,0,1,1,1,5,2.0,2.0,5.0,1,450,2,0,7,0,1,1,1,1,1,1,1
34302,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,325,5,0,0,0,2,1,1,1,1,0,0
34303,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,200,1,16,12,1,2,1,0,1,0,0,0
34304,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,80,7,0,1,0,3,1,0,0,1,1,0
34305,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,138,2,0,18,0,2,1,1,1,1,1,0
34307,1,1.0,1,1,1,1,4,1.0,2.0,2.0,1,295,3,18,14,1,2,1,0,1,1,0,0
34308,2,0.94,0,1,1,1,5,2.0,2.0,2.0,1,595,3,7,2,0,2,1,1,1,1,1,0
34310,3,1.0,0,0,1,1,2,1.0,0.0,1.0,1,165,5,0,4,0,2,1,1,1,1,0,0
34315,3,0.8,0,1,1,1,6,2.0,2.0,2.0,1,349,30,0,12,0,2,1,1,1,1,1,0
34316,1,1.0,0,1,1,1,10,2.5,3.0,2.0,1,600,30,30,7,0,2,1,1,1,1,1,0
34317,3,0.6,0,1,1,2,2,1.0,1.0,1.0,1,100,1,15,11,0,1,1,0,1,1,0,0
34318,4,0.4,0,1,1,1,5,1.0,2.0,1.0,1,325,3,13,3,0,3,1,1,1,1,1,0
34319,1,1.0,1,1,1,1,5,1.0,1.0,3.0,1,300,2,12,81,0,2,1,1,1,1,1,0
34320,3,1.0,0,1,1,1,5,1.0,2.0,2.0,1,1200,5,0,9,0,2,1,1,1,1,1,0
34321,2,0.8,0,1,1,1,2,1.0,1.0,1.0,1,130,1,14,31,0,3,1,0,1,1,0,0
34322,3,1.0,1,1,1,1,2,1.0,1.0,1.0,1,270,3,11,32,0,2,1,1,1,1,0,0
34326,1,1.0,0,0,1,1,10,2.0,4.0,5.0,1,595,1,4,74,0,2,0,1,1,1,1,0
34330,1,1.0,0,0,1,2,1,2.0,1.0,1.0,1,420,1,0,0,0,3,1,0,1,1,0,0
34331,1,1.0,0,1,1,2,1,2.0,2.0,3.0,1,139,3,25,0,0,3,1,1,1,1,1,0
34332,1,1.0,0,0,1,1,6,1.0,2.0,3.0,1,275,2,1,3,0,2,1,1,1,1,1,0
34337,2,0.95,1,1,1,2,2,1.0,1.0,1.0,1,199,1,17,20,0,2,1,0,1,0,1,0
34341,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,229,1,0,62,0,2,1,1,1,1,0,0
34342,4,0.3,0,1,1,1,5,1.0,2.0,3.0,1,340,3,0,6,0,2,1,1,1,1,0,0
34344,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,100,1,1,0,0,2,0,1,1,1,1,0
34347,3,1.0,0,1,1,1,2,1.0,0.0,1.0,1,170,4,0,0,0,2,1,1,1,1,0,0
34348,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,105,1,6,120,1,2,1,1,1,1,1,0
34349,1,1.0,0,1,1,2,4,2.0,1.0,2.0,1,150,1,8,3,1,3,1,0,1,1,1,0
34351,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,100,1,8,8,1,3,1,0,0,1,1,0
34353,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,100,1,7,2,1,3,1,0,0,1,1,0
34354,2,1.0,0,1,1,1,6,2.5,2.0,5.0,1,449,2,0,3,0,2,1,1,1,1,0,0
34355,3,0.7,0,1,1,1,4,1.5,2.0,2.0,1,395,3,19,67,0,1,1,1,1,1,1,0
34359,1,1.0,1,1,1,1,10,2.0,3.0,3.0,1,550,1,0,298,0,2,1,1,1,1,1,0
34360,2,1.0,0,1,1,1,2,1.0,0.0,1.0,1,250,2,14,2,0,3,1,1,1,1,1,0
34361,2,0.94,1,1,1,1,4,2.5,2.0,2.0,1,1050,5,10,8,0,2,1,1,1,1,1,0
34365,3,0.75,0,1,1,1,6,1.0,3.0,3.0,1,210,14,0,10,0,2,1,1,1,1,0,0
34366,4,0.0,0,1,1,1,2,1.0,1.0,1.0,1,151,5,0,20,0,2,1,1,1,1,0,0
34369,3,0.9,0,1,1,2,1,1.0,1.0,1.0,1,125,1,27,12,0,2,1,1,1,1,1,0
34371,3,0.8,0,1,1,2,5,1.0,1.0,2.0,1,150,2,0,78,0,2,1,1,1,1,1,0
34372,3,1.0,1,1,1,1,3,1.0,1.0,2.0,1,400,7,0,17,0,2,1,1,1,1,0,0
34373,3,1.0,0,1,1,1,6,3.0,4.0,5.0,1,800,14,23,0,0,3,1,1,1,1,1,0
34374,3,0.9,0,1,1,1,6,2.0,3.0,3.0,1,600,3,12,0,0,1,1,1,1,1,1,0
34375,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,120,2,2,134,0,3,1,0,1,0,0,0
34376,1,1.0,1,1,1,1,8,1.5,3.0,4.0,1,490,4,15,87,0,2,1,1,1,1,1,0
34377,2,0.95,0,0,1,1,6,2.5,3.0,3.0,1,700,3,4,0,0,3,1,1,1,1,1,0
34379,2,0.9,0,1,1,1,4,2.0,0.0,3.0,1,1500,2,19,4,1,1,1,1,1,1,1,0
34380,2,0.9,0,1,1,1,2,4.0,0.0,1.0,1,4000,1,29,0,0,3,1,1,1,1,0,0
34382,3,0.88,0,1,1,2,2,1.0,1.0,1.0,1,260,3,11,5,0,2,1,1,1,1,1,0
34383,1,1.0,0,1,3,1,5,1.0,2.0,2.0,1,267,2,2,14,1,2,1,1,1,1,1,0
34384,1,1.0,0,0,1,2,2,1.5,1.0,1.0,1,90,3,0,1,1,3,1,1,1,1,1,0
34385,2,0.75,0,0,1,1,2,1.0,1.0,1.0,1,255,1,22,21,0,2,1,1,1,1,1,0
34386,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,150,1,30,2,0,1,1,0,1,1,0,0
34387,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,140,2,21,38,0,2,1,1,1,1,1,0
34388,1,1.0,0,0,1,1,6,1.0,2.0,3.0,1,300,1,9,51,0,2,1,1,1,1,1,0
34391,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,182,5,0,0,0,1,1,1,1,1,1,0
34392,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,64,1,3,36,0,2,1,1,1,1,1,0
34393,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,138,1,12,23,0,2,1,1,1,1,1,0
34395,3,0.8,0,1,1,2,6,1.0,1.0,1.0,1,150,2,0,10,0,2,1,1,1,1,1,0
34398,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,195,2,0,4,1,1,1,0,1,1,1,0
34399,2,1.0,1,1,1,2,3,1.0,1.0,1.0,1,160,2,0,13,0,2,1,1,1,1,1,0
34402,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,95,1,0,22,0,2,1,0,0,1,1,0
34404,3,0.75,0,1,1,2,1,1.0,1.0,1.0,1,115,1,30,0,0,2,1,1,1,1,0,0
34407,3,0.86,0,0,1,1,3,1.0,1.0,1.0,1,240,7,3,2,0,2,1,1,1,1,1,0
34408,2,1.0,1,1,1,1,4,2.0,2.0,2.0,1,550,3,12,45,0,2,1,1,1,1,1,0
34409,1,1.0,1,1,1,1,6,1.0,2.0,3.0,1,259,2,2,26,0,2,1,1,1,1,1,0
34412,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,199,5,5,29,0,2,1,1,1,1,1,0
34413,3,1.0,0,1,1,2,1,1.0,1.0,1.0,1,75,3,0,5,0,3,1,1,1,1,1,0
34415,4,0.0,0,1,1,2,1,1.0,1.0,1.0,1,100,1,26,2,0,3,1,1,1,1,1,1
34416,3,0.9,0,1,1,1,4,1.0,2.0,2.0,1,280,1,0,0,0,3,1,1,1,1,0,0
34417,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,75,1,0,1,0,3,0,0,1,1,1,0
34418,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,100,1,0,15,0,2,1,0,1,1,1,0
34419,1,0.9,0,1,1,1,16,1.0,0.0,1.0,2,1500,1,30,2,0,2,1,0,1,1,0,0
34420,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,242,2,12,39,0,2,1,1,1,1,1,0
34421,2,1.0,0,0,1,1,2,1.0,1.0,2.0,1,750,1,28,15,0,3,0,0,0,0,0,0
34422,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,299,5,0,14,0,1,1,1,1,1,0,0
34423,4,0.0,0,1,1,1,3,1.0,1.0,1.0,1,380,4,0,0,1,2,1,1,1,1,0,0
34424,1,1.0,0,1,1,1,2,1.0,1.0,2.0,1,190,3,0,0,0,3,1,1,1,1,0,0
34425,3,0.9,0,1,1,2,1,1.0,1.0,1.0,1,140,3,0,5,0,1,1,1,1,1,0,0
34426,3,0.6,0,1,1,1,2,1.0,0.0,1.0,1,184,2,0,15,0,3,1,1,1,1,1,0
34427,1,1.0,0,1,1,2,3,2.0,1.0,1.0,1,125,1,15,5,1,3,1,0,1,1,1,0
34428,2,1.0,0,0,1,1,4,1.0,1.0,1.0,1,229,5,5,5,0,1,1,1,1,1,0,0
34429,2,1.0,0,1,1,1,6,1.0,2.0,2.0,1,300,2,0,0,1,3,0,0,1,0,1,0
34434,2,0.95,1,0,1,2,2,1.0,1.0,1.0,1,169,2,20,15,0,2,1,0,1,1,1,0
34436,3,0.5,0,1,1,1,2,1.5,1.0,1.0,1,325,2,25,19,0,2,1,1,1,1,1,0
34438,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,350,3,30,3,0,1,1,1,1,1,1,0
34439,1,1.0,0,1,1,1,8,2.0,3.0,3.0,1,750,4,10,4,1,2,1,1,1,1,1,0
34440,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,1,0,0,0,3,1,1,0,1,0,0
34441,2,0.95,1,0,1,2,2,1.0,1.0,1.0,1,209,2,7,5,0,2,1,1,1,1,1,0
34442,1,1.0,0,1,1,1,6,2.0,2.0,5.0,1,450,2,22,4,0,2,1,1,1,1,1,0
34443,1,1.0,0,1,1,1,6,3.0,3.0,4.0,1,1000,1,0,5,0,3,1,1,1,1,0,0
34444,2,1.0,0,1,1,1,6,1.5,2.0,3.0,1,425,6,0,1,0,3,1,1,1,1,1,0
34446,3,0.75,0,1,1,1,4,2.0,2.0,2.0,1,200,2,0,1,0,2,1,0,1,1,1,0
34449,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,215,2,30,30,0,2,1,1,1,1,0,0
34451,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,99,1,16,20,1,2,1,0,1,1,0,0
34452,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,1,92,0,3,1,0,0,1,0,0
34453,3,0.95,0,1,1,2,2,1.0,1.0,1.0,1,40,1,1,30,0,1,1,0,1,1,1,0
34454,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,89,1,14,23,1,2,1,0,1,1,0,0
34456,3,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,7,0,3,0,1,1,0,1,1,1,0
34457,1,0.92,0,1,1,2,2,1.0,1.0,1.0,1,86,1,30,4,0,3,1,1,1,1,1,0
34458,2,1.0,0,1,1,1,4,1.0,2.0,2.0,1,189,2,0,5,0,3,1,0,1,1,1,0
34459,1,1.0,0,1,1,1,4,1.0,1.0,1.0,1,145,4,1,50,0,1,1,1,1,1,1,0
34460,3,0.9,0,1,1,1,2,1.0,1.0,1.0,1,140,2,0,4,0,3,1,0,1,1,1,0
34465,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,59,3,0,1,1,3,1,0,1,1,0,0
34466,1,1.0,0,0,1,1,2,1.0,0.0,1.0,1,155,5,0,0,0,3,1,1,1,1,1,0
34469,3,1.0,1,1,1,2,2,1.0,1.0,1.0,1,90,1,8,38,0,2,1,0,1,1,1,0
34470,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,2,10,40,0,2,1,1,1,1,1,0
34471,2,1.0,0,1,1,1,3,2.0,2.0,2.0,1,160,8,1,12,0,1,1,0,1,1,1,0
34472,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,200,1,0,0,1,3,1,0,1,1,1,0
34473,3,1.0,1,0,1,1,5,1.0,2.0,2.0,1,320,2,9,4,0,2,1,1,1,1,1,0
34474,3,0.9,0,1,1,2,2,1.0,1.0,1.0,1,95,2,25,2,0,1,1,0,1,1,0,0
34477,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,45,5,3,0,1,1,1,0,0,1,1,0
34478,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,70,4,0,136,0,2,1,0,1,1,1,0
34479,1,1.0,0,0,1,1,6,1.0,3.0,3.0,1,307,2,13,7,1,2,1,0,1,1,1,0
34480,1,0.92,0,0,1,1,4,1.0,2.0,2.0,1,173,1,8,62,1,2,1,0,1,1,1,0
34481,4,1.0,0,0,1,2,2,1.0,1.0,1.0,1,99,2,0,0,0,3,1,1,1,1,0,0
34482,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,1,17,17,1,2,1,0,1,1,0,0
34483,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,3,0,0,0,3,1,0,1,1,0,0
34484,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,100,6,11,6,0,2,1,1,1,1,1,0
34486,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,45,7,0,6,0,1,1,1,0,1,0,0
34487,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,105,4,12,16,1,2,1,0,1,1,1,0
34488,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,112,3,1,90,1,2,1,1,1,1,1,0
34489,3,0.75,0,1,1,1,4,1.0,1.0,1.0,1,200,2,1,4,0,1,1,1,1,1,1,0
34490,3,1.0,0,0,1,1,2,1.0,1.0,1.0,1,132,1,0,19,0,1,1,0,1,1,0,0
34491,2,1.0,0,0,1,2,2,1.0,1.0,1.0,2,65,3,0,0,0,2,0,0,1,1,1,0
34492,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,120,3,25,29,0,2,1,0,1,1,0,0
34493,1,1.0,0,1,1,1,5,1.0,2.0,2.0,1,135,1,5,35,0,2,1,1,1,1,1,0
34494,2,1.0,0,1,1,1,5,1.0,2.0,2.0,1,300,3,1,15,0,2,1,1,1,1,1,0
34495,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,150,2,18,21,0,1,1,1,1,1,1,0
34497,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,95,1,11,38,0,2,1,1,1,1,1,0
34498,1,1.0,0,1,1,1,4,1.0,0.0,1.0,1,174,2,0,6,0,2,1,0,0,1,1,0
34499,1,1.0,0,0,1,1,4,1.0,2.0,2.0,1,190,2,9,7,0,1,1,1,0,1,0,0
34502,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,25,1,0,0,2,1,1,1,1,0,0
34503,2,1.0,0,1,1,1,3,1.0,1.0,1.0,1,150,2,0,2,0,1,1,1,1,1,0,0
34504,1,1.0,0,1,1,2,2,1.5,1.0,1.0,1,95,3,7,167,1,2,1,0,1,1,1,0
34505,3,0.83,0,1,1,2,1,1.0,2.0,1.0,1,54,2,9,4,0,2,0,0,0,0,1,0
34506,3,1.0,0,1,1,1,2,1.0,1.0,1.0,1,159,2,0,3,0,3,1,1,1,1,1,0
34507,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,119,1,0,3,0,2,1,0,1,1,1,0
34508,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,79,5,0,0,0,2,1,1,1,1,0,0
34510,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,4,16,0,2,1,0,1,1,1,0
34513,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,140,3,3,51,1,1,1,1,1,1,1,0
34514,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,80,1,0,1,0,2,1,1,1,1,0,0
34515,3,0.5,0,1,1,2,2,1.0,1.0,1.0,2,125,1,0,4,0,2,1,0,1,1,1,0
34516,3,0.83,0,1,1,2,1,1.0,1.0,1.0,1,59,3,4,0,0,2,1,0,0,0,1,0
34518,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,190,2,20,18,0,3,1,1,1,1,1,0
34519,3,0.69,0,1,1,2,2,1.0,1.0,1.0,1,120,2,21,10,0,2,1,1,1,1,1,0
34521,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,97,7,0,3,1,2,1,0,1,1,0,0
34522,1,1.0,0,1,1,1,4,1.0,1.0,1.0,1,170,1,15,0,1,3,1,1,0,1,1,0
34524,2,1.0,0,1,1,1,3,1.0,1.0,2.0,1,250,4,3,56,0,2,1,1,1,1,0,0
34525,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,80,1,0,7,1,2,1,1,1,1,1,0
34526,3,0.7,0,1,1,1,2,1.0,1.0,2.0,1,185,7,0,26,0,2,1,1,1,1,1,0
34527,4,0.5,0,0,1,1,2,1.0,1.0,1.0,1,160,2,0,9,0,1,1,1,1,1,1,0
34528,2,1.0,1,1,1,1,4,1.0,2.0,3.0,1,150,4,4,48,0,2,1,1,1,1,0,0
34529,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,225,28,8,15,0,2,1,1,1,1,1,0
34530,1,1.0,1,1,1,1,4,1.5,1.0,2.0,1,198,3,3,80,0,2,1,1,1,1,1,0
34531,2,0.67,0,1,1,2,2,1.0,1.0,1.0,1,100,7,0,1,0,3,1,0,1,1,1,0
34532,2,1.0,1,1,1,1,4,2.0,1.0,2.0,1,550,20,30,0,0,2,1,1,1,1,0,0
34533,2,1.0,0,1,1,2,1,1.5,1.0,1.0,1,80,4,2,32,0,2,1,0,1,1,1,1
34534,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,90,6,0,1,1,1,1,0,1,1,1,0
34535,3,1.0,0,1,1,1,3,1.0,1.0,2.0,1,140,7,0,7,0,2,1,1,1,1,1,0
34536,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,120,3,0,12,0,3,1,1,1,1,1,0
34537,3,0.7,0,1,1,2,1,1.0,1.0,1.0,1,100,5,23,1,0,3,1,1,1,1,1,0
34538,3,0.7,0,0,1,2,3,1.0,1.0,1.0,1,195,1,30,1,0,3,1,1,1,1,1,0
34540,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,100,1,6,2,1,3,1,0,1,1,1,0
